,Season,Player,Age,Sellingteam,Buyingteam,Marketvalue,Fee
628,2015,Milos Kosanovic,25,KV Mechelen,Standard Liege,2.25,2.25
629,2015,Álvaro Pereira,30,Inter,Estudiantes,1.8,2.25
630,2015,Erik Sviatchenko,24,FC Midtjylland,Celtic,1.8,2.25
631,2015,Sambou Yatabare,26,Olympiacos,Werder Bremen,1.35,2.25
632,2015,Danilo Moreno Asprilla,26,Litex Lovetch,Al-Ain FC,1.35,2.25
633,2015,Oussama Tannane,21,Heracles Almelo,Saint-Etienne,1.13,2.25
634,2015,Emil Berggreen,22,E. Braunschweig,1.FSV Mainz 05,1.08,2.25
635,2015,Federico Ricca,21,Danubio FC,Malaga CF,1.08,2.25
636,2015,Apostolos Giannou,26,Asteras Tripoli,GZ R&F,0.9,2.25
637,2015,Andres Ibarguen,23,Deportes Tolima,Atl. Nacional,0,2.25
638,2015,Richarlison,18,America-MG,Fluminense,0.63,2.14
639,2015,Norbert Balogh,19,Debrecen,US Palermo,0.27,1.98
640,2015,Kevin Grosskreutz,27,Galatasaray,VfB Stuttgart,4.05,1.95
641,2015,Zhenli Liu,30,QD Jonoon,SD Luneng,90,1.92
642,2015,Vaclav Kadlec,23,E. Frankfurt,FC Midtjylland,2.7,1.89
643,2015,Mauro Zarate,28,West Ham,Fiorentina,2.7,1.89
644,2015,Alejandro Grimaldo,20,FC Barcelona B,Benfica,1.8,1.89
645,2015,Zhichao Li,27,HN Jianye,JS Suning,0.158,1.87
646,2015,Hang Li,26,WH Zall,HB CFFC,68,1.87
647,2015,Eder,29,Sampdoria,Inter,13.5,1.8
648,2015,Aleksandr Kokorin,24,Dinamo Moscow,Zenit S-Pb,7.2,1.8
649,2015,Ralf,31,Corinthians,BJ Sinobo Guoan,3.15,1.8
650,2015,Victor Vazquez,28,Club Brugge,CD Cruz Azul,3.15,1.8
651,2015,Kike,26,Middlesbrough,SD Eibar,2.7,1.8
652,2015,Fedor Kudryashov,28,Akhmat Grozny,Rostov,2.25,1.8
653,2015,Jo,28,Al-Shabab,JS Suning,2.25,1.8
654,2015,Guillaume Gillet,31,RSC Anderlecht,FC Nantes,1.8,1.8
655,2015,Petar Stojanovic,20,NK Maribor,Dinamo Zagreb,1.8,1.8
656,2015,Henrique,29,SSC Napoli,Fluminense,1.8,1.8
657,2015,Yoric Ravet,26,Grasshoppers,BSC Young Boys,1.8,1.8
658,2015,Ignacio Fernandez,26,Gimnasia,River Plate,1.8,1.8
659,2015,Martin Linnes,24,Molde FK,Galatasaray,1.62,1.8
660,2015,Luka Jovic,18,Red Star,Apol. Limassol,1.58,1.8
661,2015,Alexander Soderlund,28,Rosenborg BK,Saint-Etienne,1.35,1.8
662,2015,Iver Fossum,19,Stromsgodset,Hannover 96,1.17,1.8
663,2015,Assani Lukimya,30,Werder Bremen,Liaoning FC,1.13,1.8
664,2015,Leke James,23,Aalesund,BJ Enterprises,1.08,1.8
665,2015,Diego Fabbrini,25,Watford,Birmingham,0.9,1.8
666,2015,Vukasin Jovanovic,19,Red Star,Zenit S-Pb,0.9,1.8
667,2015,Bit-garam Yun,25,Jeju Utd.,YB Funde,0.608,1.8
668,2015,Juninho,26,LA Galaxy,Club Tijuana,0.54,1.8
669,2015,Arber Zeneli,20,Elfsborg,Heerenveen,0.9,1.76
670,2015,Osman Sow,25,Heart of Midl.,HN Jianye,0.54,1.73
671,2015,Mbaye Diagne,24,Újpest FC,TJ Teda,0.72,1.71
672,2015,Marcelo Diaz,29,Hamburger SV,Celta de Vigo,2.25,1.62
673,2015,Kayke,27,Flamengo,Yokohama F. M.,1.35,1.62
674,2015,Gustavo Cuellar,23,Deportivo Cali,Flamengo,0.54,1.62
675,2015,Jimmy Cabot,21,Troyes,FC Lorient,0.45,1.62
676,2015,Michele Somma,20,AS Roma,Brescia,0.36,1.62
677,2015,Abdoul Camara,25,SCO Angers,Derby,1.13,1.53
678,2015,Jiri Skalak,23,Mlada Boleslav,BrightonAlbion,0.9,1.53
679,2015,Zhongguo Chi,26,SH Shenxin,YB Funde,0.113,1.53
680,2015,Gustav Wikheim,22,Stromsgodset,KAA Gent,0.99,1.44
681,2015,Maicon,30,Sao Paulo,Gremio,2.7,1.43
682,2015,Emiliano Rigoni,22,Belgrano,Independiente,3.15,1.4
683,2015,Leandro Fernandez,24,Godoy Cruz,Independiente,2.52,1.4
684,2015,Vagner Love,31,Corinthians,Monaco,4.05,1.35
685,2015,Pablo Batalla,32,BJ Sinobo Guoan,Bursaspor,3.15,1.35
686,2015,Constantin Budescu,26,Astra Giurgiu,DL Yifang,2.7,1.35
687,2015,Vitor Hugo,24,Tombense,Palmeiras,2.7,1.35
688,2015,Hyun-jun Suk,24,Vitoria Setubal,FC Porto,2.48,1.35
689,2015,Vasco Regini,25,Sampdoria,SSC Napoli,2.43,1.35
690,2015,Carlos Gruezo,20,VfB Stuttgart,"FC Dallas	",1.8,1.35
691,2015,Renato Tapia,20,FC Twente,Feyenoord,1.8,1.35
692,2015,Remo Freuler,23,FC Luzern,Atalanta,1.8,1.35
693,2015,Filip Mladenovic,24,BATE Borisov,1. FC Koln,1.62,1.35
694,2015,David Pavelka,24,Slovan Liberec,Kasimpasa,1.35,1.35
695,2015,Edmilson Junior,21,Sint-Truiden,Standard Liege,1.08,1.35
696,2015,Erik Johansson,27,KAA Gent,FC Copenhagen,0.99,1.35
697,2015,Marius Wolf,20,1860 Munich,Hannover 96,0.72,1.35
698,2015,Joaquin Arzura,22,Tigre,River Plate,0.63,1.35
699,2015,Seung-dae Kim,24,Pohang Steelers,YB Funde,0.45,1.35
700,2015,Rogerio,18,Inter U20,Sassuolo U19,0,1.35
701,2015,Fabian Balbuena,24,Libertad,Corinthians,0,1.28
702,2015,Stephan El Shaarawy,23,AC Milan,AS Roma,12.6,1.26
703,2015,Dame N'Doye,30,Trabzonspor,Sunderland,4.95,1.26
704,2015,Sergio Vittor,26,CA Banfield,Racing Club,1.13,1.25
705,2015,Frank Fabra,24,Indep. Medellin,Boca Juniors,0.225,1.25
706,2015,Ricardinho,29,Ceara SC,Al-Ettifaq,1.08,1.23
707,2015,Biro Biro,21,Fluminense,SH Shenxin,3.15,1.17
708,2015,Aras Ozbiliz,25,Spartak Moscow,Besiktas,2.25,1.17
709,2015,Juan Martin Lucero,24,Independiente,Johor DT,2.16,1.17
710,2015,Guilherme,27,Antalyaspor,Corinthians,2.03,1.17
711,2015,Mathieu Dossevi,27,Olympiacos,Standard Liege,1.8,1.17
712,2015,Fernandinho,22,Estoril,CQ Dangdai Lif.,0.54,1.13
713,2015,Shuai Li,33,GZ Evergrande,SH Shenhua,90,1.13
714,2015,Juan Iturbe,22,AS Roma,Bournemouth,13.5,1.08
715,2015,Josip Drmic,23,Bor. M'gladbach,Hamburger SV,7.2,1.08
716,2015,Ervin Zukanovic,28,Sampdoria,AS Roma,3.6,1.08
717,2015,Renato Steffen,24,BSC Young Boys,FC Basel,2.93,1.08
718,2015,Juan Cazares,23,Independiente,Atletico-MG,2.48,1.08
719,2015,Jose Sa,23,Maritimo,FC Porto B,1.44,1.08
720,2015,Fabian Monzon,28,Catania,U. de Chile,1.35,1.08
721,2015,Aboubakar Oumarou,29,Partizan,SZ FC,1.13,1.08
722,2015,Gaspar Iniguez,21,Granada CF,Udinese Calcio,1.08,1.08
723,2015,Filippo Falco,23,Lecce,Bologna,0.81,1.08
724,2015,Riccardo Fiamozzi,22,Pescara,Genoa,0.405,1.08
725,2015,Emanuele Ndoj,19,Roma U19,Brescia,68,1.08
726,2015,Óscar Duarte,26,Club Brugge,Espanyol,3.6,1.04
727,2015,Woo-young Jung,26,Vissel Kobe,CQ Dangdai Lif.,0.72,1.04
728,2015,Xin Bu,28,ZJ Yiteng,BJ Enterprises,0.135,1.04
729,2015,Nikica Jelavic,30,West Ham,BJ Renhe,3.6,1
730,2015,Junjie Hou,22,SH Shenxin,GZ R&F,23,0.999
731,2015,Alexis,30,Getafe,Besiktas,1.8,0.99
732,2015,Emil Bergstrom,22,Djurgarden,Rubin Kazan,1.26,0.99
733,2015,Peter Olayinka,20,KF Skenderbeu,KAA Gent,0.653,0.99
734,2015,Seydou Doumbia,28,AS Roma,Newcastle,13.5,0.9
735,2015,Emmanuel Emenike,28,Fenerbahce,West Ham,9,0.9
736,2015,Diego Perotti,27,Genoa,AS Roma,8.55,0.9
737,2015,Martin Hinteregger,23,RB Salzburg,Bor. M'gladbach,8.1,0.9
738,2015,Jonathan Calleri,22,Maldonado,Sao Paulo,6.75,0.9
739,2015,Emil Hallfredsson,31,Hellas Verona,Udinese Calcio,2.7,0.9
740,2015,Mijo Caktas,23,Hajduk Split,Rubin Kazan,2.7,0.9
741,2015,Marko Grujic,19,Liverpool,Red Star,2.7,0.9
742,2015,Giulio Donati,25,Bay. Leverkusen,1.FSV Mainz 05,1.8,0.9
743,2015,Jan Kirchhoff,25,Bayern Munich ,Sunderland,1.8,0.9
744,2015,Remi Walter,20,AS Nancy,OGC Nice,1.8,0.9
745,2015,Federico Barba,22,FC Empoli,VfB Stuttgart,1.62,0.9
746,2015,Rafael Galhardo,24,Santos FC,RSC Anderlecht,1.58,0.9
747,2015,Goran Milovic,27,Hajduk Split,CQ Dangdai Lif.,1.35,0.9
748,2015,Mirko Ivanic,22,Vojvodina,BATE Borisov,1.35,0.9
749,2015,Hotaru Yamaguchi,25,Cerezo Osaka,Hannover 96,1.35,0.9
750,2016,Oscar,25,Chelsea,SIPG,31.5,54
751,2016,Julian Draxler,23,VfL Wolfsburg,Paris SG,25.2,32.4
752,2016,Gabriel Jesus,19,Palmeiras,ManCity,14.4,28.8
753,2016,Goncalo Guedes,20,Benfica,Paris SG,8.1,27
754,2016,Dimitri Payet,29,West Ham,Marseille,27,26.37
755,2016,Odion Ighalo,27,Watford,CC Yatai,10.8,20.97
756,2016,Morgan Schneiderlin,27,ManUtd,Everton,25.2,20.61
757,2016,Chengdong Zhang,27,BJ Sinobo Guoan,HB CFFC,0.428,18.39
758,2016,Axel Witsel,27,Zenit S-Pb,TJ Quanjian,18,18
759,2016,Mattia Caldara,22,Atalanta,Juventus,7.2,17.1
760,2016,Leonardo Pavoletti,28,Genoa,SSC Napoli,11.7,16.2
761,2016,Alexandre Pato,27,Villarreal,TJ Quanjian,5.4,16.2
762,2016,Yuhao Zhao,23,ZJ Greentown,HB CFFC,90,16.02
763,2016,Wilfred Ndidi,20,KRC Genk,Leicester,7.2,15.84
764,2016,Manolo Gabbiadini,25,SSC Napoli,Southampton,13.5,15.3
765,2016,Memphis Depay,22,ManUtd,Olympique Lyon,22.5,14.4
766,2016,Robbie Brady,25,Norwich,Burnley,7.2,13.59
767,2016,Luka Milivojevic,25,Olympiacos,CrystalPalace Palace,7.2,13.59
768,2016,Jonathan Soriano,31,RB Salzburg,BJ Sinobo Guoan,5.4,13.5
769,2016,Helder Costa,23,Benfica,Wolves,2.7,13.5
770,2016,Rodolfo Pizarro,22,CF Pachuca,Chivas,4.5,13.28
771,2016,Saido Berahino,23,West Brom,Stoke,13.5,12.51
772,2016,Jeffrey Schlupp,24,Leicester,CrystalPalace Palace,7.2,12.42
773,2016,Leon Bailey,19,KRC Genk,Bay. Leverkusen,11.25,12.15
774,2016,Stevan Jovetic,27,ManCity,Inter,9,12.15
775,2016,Yunus Malli,24,1.FSV Mainz 05,VfL Wolfsburg,9,11.25
776,2016,Yongpo Wang,30,SD Luneng,TJ Quanjian,0.36,11.2
777,2016,Riechedly Bazoer,20,AFC Ajax,VfL Wolfsburg,13.5,10.8
778,2016,Brown Ideye,28,Olympiacos,TJ Teda,5.4,10.8
779,2016,Robert Snodgrass,29,Hullcity,West Ham,4.5,10.8
780,2016,David Neres,19,Sao Paulo,AFC Ajax,0,10.8
781,2016,Jake Livermore,27,Hullcity,West Brom,4.05,10.35
782,2016,Min Cui,27,YB Funde,SZ FC,0.158,10.35
783,2016,Mingjian Zhao,29,SD Luneng,HB CFFC,0.405,9.86
784,2016,Hang Ren,27,JS Suning,HB CFFC,0.36,9.68
785,2016,Carlos Tevez,32,Boca Juniors,SH Shenhua,7.65,9.45
786,2016,Patrick van Aanholt,26,Sunderland,CrystalPalace Palace,5.4,9.45
787,2016,Scott Hogan,24,Brentford,AstonVilla,0.45,9.45
788,2016,Kyung-won Kwon,24,Al-Ahli (UAE),TJ Quanjian,0.36,9.45
789,2016,Dayot Upamecano,18,RB Salzburg,RB Leipzig,4.5,9
790,2016,Miguel Borja,24,Atl. Nacional,Palmeiras,1.58,8.87
791,2016,Chenglin Zhang,29,BJ Renhe,GZ Evergrande,0.113,8.69
792,2016,Walace,21,Gremio,Hamburger SV,8.1,8.28
793,2016,Jose Fonte,33,Southampton,West Ham,5.4,8.28
794,2016,Hongbo Yin,27,HN Jianye,HB CFFC,0.203,8.15
795,2016,Morgan Sanson,22,Montpellier,Marseille,9,8.1
796,2016,Kamil Grosicki,28,Stade Rennais,Hullcity,5.4,8.1
797,2016,Ademola Lookman,19,Charlton,Everton,1.35,7.92
798,2016,Alexander Isak,17,AIK,Bor. Dortmund,1.58,7.74
799,2016,Borek Dockal,28,Sparta Praha,HN Jianye,3.15,7.65
800,2016,Jorge,20,Flamengo,Monaco,2.25,7.65
801,2016,Óscar Romero,24,Racing Club,SH Shenhua,6.3,7.56
802,2016,Taiyan Jin,27,Liaoning FC,BJ Sinobo Guoan,0.203,7.45
803,2016,Yang Yu,27,GZ R&F,BJ Sinobo Guoan,0.18,7.44
804,2016,Yanic Wildschut,25,Wigan,Norwich,0.675,7.38
805,2016,Shilin Sun,28,Liaoning FC,SH Shenhua,0.18,7.38
806,2016,Tomas Rincon,28,Genoa,Juventus,8.1,7.2
807,2016,Hernanes,31,Juventus,HB CFFC,4.5,7.2
808,2016,Hernani,22,Atletico-PR,Zenit S-Pb,1.58,7.2
809,2016,Timothee Kolodziejczak,25,Sevilla FC,Bor. M'gladbach,6.3,6.75
810,2016,Miguel Almiron,22,Lanus,Atlanta United,4.95,6.75
811,2016,Rudy Gestede,28,AstonVilla,Middlesbrough,6.3,6.39
812,2016,Geronimo Rulli,24,ManCity,Real Sociedad,7.2,6.3
813,2016,Odil Akhmedov,29,Krasnodar,SIPG,6.3,6.3
814,2016,Anwar El Ghazi,21,AFC Ajax,LOSC Lille,5.85,6.3
815,2016,Harold Preciado,22,Deportivo Cali,SZ FC,1.04,6.3
816,2016,Patrick Bamford,23,Chelsea,Middlesbrough,4.5,6.21
817,2016,Haiqing Cao,23,ZJ Greentown,JS Suning,0.158,6.18
818,2016,Lucas Pratto,28,Atletico-MG,Sao Paulo,4.05,5.58
819,2016,Iago Falque,27,AS Roma,Torino,7.65,5.4
820,2016,Eduardo Vargas,27,TSG Hoffenheim,Tigres UANL,5.4,5.4
821,2016,Andy Delort,25,Tigres UANL,Toulouse,3.6,5.4
822,2016,Riccardo Orsolini,20,Ascoli,Juventus,1.35,5.4
823,2016,Christian Bassogog,21,Aalborg BK,HN Jianye,0.315,5.4
824,2016,Cecilio Dominguez,22,Cerro Porteno,America,0,5.4
825,2016,Jordan Ayew,25,AstonVilla,Swansea,6.75,5.31
826,2016,Ashley Westwood,26,AstonVilla,Burnley,3.6,5.22
827,2016,Tiquinho Soares,26,Vit. Guimaraes,FC Porto,0.9,5.04
828,2016,Nemanja Gudelj,25,AFC Ajax,TJ Teda,5.85,4.95
829,2016,Walter Montoya,23,CA Rosario,Sevilla FC,2.16,4.95
830,2016,Song Wang,33,GZ R&F,JS Suning,0.113,4.95
831,2016,Zhen Guan,32,SJZ Ever Bright,SZ FC,0.225,4.91
832,2016,Clement Lenglet,21,AS Nancy,Sevilla FC,2.25,4.86
833,2016,Markus Henriksen,24,AZ Alkmaar,Hullcity,4.5,4.77
834,2016,Tom Carroll,24,Tottenham,Swansea,4.5,4.68
835,2016,Adlène Guedioura,31,Watford,Middlesbrough,0.9,4.68
836,2016,Hiroshi Kiyotake,27,Sevilla FC,Cerezo Osaka,4.5,4.59
837,2016,Paul-Georges Ntep,24,Stade Rennais,VfL Wolfsburg,9,4.5
838,2016,Marinho,26,EC Vitoria,CC Yatai,1.35,4.5
839,2016,Xiaolong Wang,30,GZ R&F,TJ Quanjian,90,4.46
840,2016,Jianqing Mao,30,SJZ Ever Bright,SH Shenhua,0.203,4.28
841,2016,Sebastian Coates,26,Sunderland,Sporting CP,5.4,4.25
842,2016,Martin Cauteruccio,29,San Lorenzo,CD Cruz Azul,2.25,4.23
843,2016,Luciano Narsingh,26,PSV Eindhoven,Swansea,4.5,4.14
844,2016,Sebastian Blanco,28,San Lorenzo,Timbers,3.78,4.14
845,2016,Martin Olsson,28,Norwich,Swansea,3.15,4.14
846,2016,Peng Lu,27,BJ Enterprises,BJ Sinobo Guoan,90,4.1
847,2016,Kevin Lasagna,24,Carpi,Udinese Calcio,2.52,4.05
848,2016,Josef Martinez,23,Torino,Atlanta United,1.8,4.05
849,2016,Junshuai Liu,22,Torreense,SD Luneng,45,4.05
850,2016,Boyu Yang,27,SIPG,JS Suning,90,3.96
851,2016,Tiago Ilori,23,Liverpool,Reading,2.7,3.87
852,2016,Matej Mitrovic,23,HNK Rijeka,Besiktas,2.7,3.78
853,2016,Shanping Yang,29,Liaoning FC,TJ Quanjian,0.203,3.69
854,2016,Valerio Verre,23,Pescara,Sampdoria,3.6,3.6
855,2016,Pierre Desire Zebli,19,Perugia,KRC Genk,2.43,3.6
856,2016,Bruno Henrique,26,VfL Wolfsburg,Santos FC,1.8,3.6
857,2016,Leonardo,30,Jeonbuk Motors,Al-Jazira,2.25,3.42
858,2016,Nicolas Castillo,23,Club Brugge,UNAM Pumas,2.25,3.42
859,2016,Jaime Ayovi,29,Godoy Cruz,BJ Renhe,3.24,3.39
860,2016,Adriano,29,FC Seoul,SJZ Ever Bright,0,3.38
861,2016,Rony,21,Cruzeiro,Albirex Niigata,0.36,3.33
862,2016,Aleksandr Selikhov,22,Amkar Perm,Spartak Moscow,3.6,3.15
863,2016,Glenn Murray,33,Bournemouth,BrightonAlbion,3.15,3.15
864,2016,Garry Rodrigues,26,PAOK Salonika,Galatasaray,3.15,3.15
865,2016,Aleksandr Samedov,32,Loko Moscow,Spartak Moscow,2.7,3.15
866,2016,Eboue Kouassi,19,Krasnodar,Celtic,1.8,3.15
867,2016,Yuya Kubo,23,BSC Young Boys,KAA Gent,1.8,3.15
868,2016,Andrey Lunev,25,Ufa,Zenit S-Pb,1.8,3.15
869,2016,Farès Bahlouli,21,Monaco,LOSC Lille,0.9,3.15
870,2016,Conor Hourihane,26,Barnsley FC,AstonVilla,0.45,3.15
871,2016,James Bree,19,Barnsley FC,AstonVilla,0.225,3.15
872,2016,Victor Osimhen,18,Ult. Strikers,VfL Wolfsburg,0,3.15
873,2016,Henri Lansbury,26,Nottm Forest,AstonVilla,1.8,3.06
874,2016,Michael Olunga,22,Djurgarden,GZ Hengfeng,0.63,3.06
875,2016,Bowen Huang,20,SH Shenhua,WH Zall,68,3.06
876,2016,Orlando Berrio,25,Atl. Nacional,Flamengo,0.9,2.93
877,2016,Martin Rodriguez,22,Colo Colo,CD Cruz Azul,0.81,2.81
878,2016,Junior Caicara,27,FC Schalke 04,Basaksehir,3.6,2.7
879,2016,Adrien Trebel,25,Standard Liege,RSC Anderlecht,3.6,2.7
880,2016,Luan,23,Vasco da Gama,Palmeiras,3.38,2.7
881,2016,Lovre Kalinic,26,Hajduk Split,KAA Gent,3.38,2.7
882,2016,Romain Alessandrini,27,Marseille,LA Galaxy,3.15,2.7
883,2016,Nemanja Nikolics,29,Legia Warszawa,Chicago Fire,3.15,2.7
884,2016,Younousse Sankhare,27,LOSC Lille,G. Bordeaux,3.15,2.7
885,2016,Yura Movsisyan,29,Spartak Moscow,Salt Lake,2.7,2.7
886,2016,Cleber Reis,26,Hamburger SV,Santos FC,2.25,2.7
887,2016,Uros Matic,26,Sturm Graz,FC Copenhagen,1.8,2.7
888,2016,Gabriel Magalhaes,19,Avai FC,LOSC Lille,0.315,2.7
889,2016,Ademilson,22,Sao Paulo,Gamba Osaka,1.17,2.69
890,2016,Marcelo Hermes,22,Gremio,Benfica,0.45,2.62
891,2016,David Nugent,31,Middlesbrough,Derby,3.15,2.61
892,2016,Sergi Canos,20,Norwich,Brentford,2.25,2.61
893,2016,Alejandro Guerra,31,Atl. Nacional,Palmeiras,1.04,2.61
894,2016,Zach Clough,21,Bolton,Nottm Forest,0.675,2.61
895,2016,Ángel Mena,28,CS Emelec,CD Cruz Azul,1.98,2.57
896,2016,Christian Clemens,25,1.FSV Mainz 05,1. FC Koln,2.7,2.48
897,2016,Mauro Zarate,29,Fiorentina,Watford,1.8,2.48
898,2016,Yuanyi Li,23,GZ Evergrande,TJ Teda,90,2.48
899,2016,Pedro Pereira,19,Sampdoria,Benfica,1.8,2.39
900,2016,Tjaronn Chery,28,QPR,GZ Hengfeng,4.05,2.39
901,2016,Cleiton Silva,30,Muangthong Utd.,SH Shenxin,0.675,2.37
902,2016,Ali Ghazal,24,Nacional,GZ Hengfeng,2.25,2.34
903,2016,Daniel Caligiuri,29,VfL Wolfsburg,FC Schalke 04,5.85,2.25
904,2016,Ahmet Calik,22,Genclerbirligi,Galatasaray,4.5,2.25
905,2016,Elias,31,Sporting CP,Atletico-MG,4.5,2.25
906,2016,Leonardo Morosini,21,Brescia,Genoa,1.98,2.25
907,2016,Evandro,30,FC Porto,Hullcity,1.8,2.25
908,2016,Carlos Auzqui,25,Estudiantes,River Plate,1.8,2.25
909,2016,Bernard Berisha,25,Anzhi,Akhmat Grozny,1.8,2.25
910,2016,Robin Quaison,23,US Palermo,1.FSV Mainz 05,1.8,2.25
911,2016,Tamas Kadar,26,Lech Poznan,Dynamo Kyiv,1.58,2.25
912,2016,Darron Gibson,29,Everton,Sunderland,1.35,2.25
913,2016,Jerome Onguene,19,FC Sochaux,VfB Stuttgart,1.35,2.25
914,2016,Haolun Mi,23,SJZ Ever Bright,TJ Quanjian,0.158,2.25
915,2016,Joaquin Ardaiz,18,Danubio FC,Tanque Sisley,0.158,2.25
916,2016,Francesco Antonucci,17,Ajax U19,Monaco U19,0,2.25
917,2016,Junior Alonso,23,Cerro Porteno,LOSC Lille,0,2.25
918,2016,Juan Martin Lucero,25,Johor DT,Club Tijuana,2.16,2.2
919,2016,Razvan Marin,20,FC Viitorul,Standard Liege,1.8,2.16
920,2016,Georgiy Dzhikiya,23,Amkar Perm,Spartak Moscow,2.25,2.12
921,2016,Mamadou Sakho,26,Liverpool,CrystalPalace Palace,10.8,2.07
922,2016,Kerim Frei,23,Besiktas,Birmingham,4.05,2.03
923,2016,Christian Gytkjaer,26,Rosenborg BK,1860 Munich,1.17,2.03
924,2016,Dorin Rotariu,21,Dinamo Bukarest,Club Brugge,1.58,1.98
925,2016,Junior Moraes,29,Dynamo Kyiv,TJ Quanjian,3.15,1.89
926,2016,Denis Alibec,26,Astra Giurgiu,FCSB,2.25,1.84
927,2016,Simone Zaza,25,Juventus,Valencia,13.5,1.8
928,2016,Roberto Gagliardini,22,Atalanta,Inter,7.2,1.8
929,2016,Victor Cuesta,28,Independiente,Internacional,3.6,1.8
930,2016,Gabriel,24,Monte Azul-SP,Corinthians,3.6,1.8
931,2016,Luis Hernandez,27,Leicester,Malaga CF,3.15,1.8
932,2016,Thomas Delaney,25,FC Copenhagen,Werder Bremen,3.15,1.8
933,2016,Bryan Oviedo,26,Everton,Sunderland,2.7,1.8
934,2016,Birkir Bjarnason,28,FC Basel,AstonVilla,2.7,1.8
935,2016,Emerson,22,Santos FC,AS Roma,2.7,1.8
936,2016,Matias Alustiza,32,Puebla FC,Atlas,1.62,1.8
937,2016,Mathieu Peybernes,26,SC Bastia,FC Lorient,1.35,1.8
938,2016,Viktor Claesson,25,Elfsborg,Krasnodar,1.35,1.8
939,2016,Pawel Wszolek,24,Hellas Verona,QPR,1.08,1.8
940,2016,Filipe Augusto,23,Rio Ave FC,Benfica,0.72,1.8
941,2016,Sander Berge,18,Valerenga,KRC Genk,0.72,1.8
